Star Name,Distance,Mass,Radius,Gravity
2MASS J04433764+0002040,82,4.3758e+31,1238346000.0,1904.406499214312
2MASS J04455387-3048204Â [de],42,1.27296e+32,695700000.0,17553.22633341273
2MASS J04510093-3402150Â [de],69,2.06856e+30,50090400000.0,0.055023134243433
2MASS J05002100+0330501Â [de],44,1.27296e+32,695700000.0,17553.22633341273
2MASS J05012406-0010452Â [de],64,4.1769e+31,960065999.9999999,3024.392139598327
2MASS J05160945-0445499Â [de],73,9.3483e+31,674829000.0,13700.340725475582
2MASS J0523âˆ’1403,40,1.3525199999999999e+32,702657000.0,18282.81833080191
SDSS J053951.99-005902.0,41.62,1.21329e+32,702657000.0,16400.763502631125
LSR 0602+3910Â [de],34.6,5.5692e+31,980937000.0,3862.751632648293
2MASS J06085283-2753583,102,7.5582e+31,1050507000.0,4570.952210632784
2MASS J06244595-4521548Â [de],39,1.11384e+32,688743000.0,15670.924438053404
2MASS J06411840-4322329Â [de],65,1.3326299999999999e+32,702657000.0,18013.95335534894
DENIS-P J0652197-253450Â [de],51,1.49175e+32,730485000.0,18657.766085685304
2MASS J07075327-4900503,60,1.4320799999999998e+32,716571000.0,18613.799250720447
UGPS J072227.51-054031.2,13.4,5.1713999999999995e+31,681786000.0,7425.029360629866
2MASSI J0727182+171001Â [de],29.6,8.154899999999999e+31,653958000.0,12726.387075421604
2MASS J07290002-3954043Â [de],25.8,7.3592999999999995e+31,653958000.0,11484.788336356083
SDSS J074201.41+205520.5Â [de],49,8.5527e+31,653958000.0,13347.186444954366
DENIS-P J0751164-253043Â [de],55,1.41219e+32,716571000.0,18355.27426112711
2MASS J07522390+1612157,60,3.997889999999999e+30,47307600000.0,0.1192216726932836
DENIS J081730.0-615520,16.1,8.7516e+31,653958000.0,13657.586129720748
2MASS J08251968+2115521Â [de],35,1.0342799999999999e+32,681786000.0,14850.058721259731
SDSSp J083008.12+482847.4Â [de],43,9.5472e+31,688743000.0,13432.220946902917
LHS 2021,55,1.75032e+32,800054999.9999999,18250.04628237619
SDSS J083048.80+012831.1Â [de],77,9.149399999999999e+31,667872000.0,13689.64998604644
2MASSI J0835425-081923Â [de],23.53,1.2331799999999999e+32,695700000.0,17004.688010493584
2MASSI J0847287-153237Â [de],43,1.27296e+32,695700000.0,17553.22633341273
2MASS J08533619-0329321,27.6,1.53153e+32,744399000.0,18445.912684415405
2MASSI J0859254-194926Â [de],50,9.945e+31,681786000.0,14278.902616595897
2MASSI J0937347+293142,20.0,8.3538e+31,653958000.0,13036.786760187986
2MASS 0939âˆ’2448,17.4,6.3648e+31,660915000.0,9724.779132084615
2MASS J09490860-1545485Â [de],59,9.7461e+31,667872000.0,14582.453246005993
2MASS J10073369-4555147,46,8.7516e+31,653958000.0,13657.586129720748
2MASSI J1010148-040649Â [de],55,1.0143899999999999e+32,681786000.0,14564.480668927812
2MASS J10224821+5825453Â [de],60,5.3703e+31,980937000.0,3724.796217196568
2MASSW J1036530-344138Â [de],53,9.7461e+31,674829000.0,14283.333947836243
2MASS J1047538+212423Â [de],34.4,8.3538e+31,653958000.0,13036.786760187986
DEN 1048-3956,13.15,1.53153e+32,744399000.0,18445.912684415405
Luhman 16B,6.516,8.5527e+31,709614000.0,11335.615093004306
Luhman 16A,6.516,7.956e+31,702657000.0,10754.59901811877
DENIS-P J1058.7âˆ’1548,49,1.27296e+32,695700000.0,17553.22633341273
TWA 28,180,7.160399999999999e+31,1662723000.0,1728.5568902058196
Cha 110913-773444,163,1.5912e+31,1252260000.0,677.2078060730221
SDSS J111010.01+011613.1,63,1.7900999999999998e+31,862668000.0,1605.3736037566111
2MASS J11145133âˆ’2618235,18.2,6.5637e+31,667872000.0,9820.835859555056
TWA 26,137,5.967e+31,1530540000.0000002,1700.0154635924
2MASS J11544223-3400390Â [de],129,7.3592999999999995e+31,1043550000.0,4510.203988446328
2MASSW J1155395-372735Â [de],31,1.27296e+32,695700000.0,17553.22633341273
2MASS J12074836-3900043,217,3.3812999999999997e+31,1189647000.0,1594.5336154073927
2MASSI J1217110-031113Â [de],36,8.3538e+31,653958000.0,13036.786760187986
2M 1237+6526,45.6,8.154899999999999e+31,653958000.0,12726.387075421604
TWA 29,262,3.978e+30,17392500000.0,0.8776613166706366
SDSSp J125453.90-012247.4Â [de],38,9.3483e+31,681786000.0,13422.16845960014
Kelu-1A,61,1.2530699999999999e+32,681786000.0,17991.417296910826
Kelu-1B,61,1.15362e+32,681786000.0,16563.527035251238
2MASS J13204427+0409045,101,1.3326299999999999e+32,702657000.0,18013.95335534894
SDSSp J132629.82-003831.5Â [de],65,1.0143899999999999e+32,674829000.0,14866.327170196908
SDSSp J134646.45-003150.4Â [de],48,8.7516e+31,653958000.0,13657.586129720748
2MASS J13595510-4034582,51,1.2530699999999999e+32,695700000.0,17278.95717195316
ULAS J141623.94+134836.3,29.7,6.3648e+31,667872000.0,9523.234772901871
SDSS J141659.78+500626.4Â [de],149,1.17351e+32,688743000.0,16510.438247234833
DENIS-P J142527.97-365023.4Â [de],38,4.1769e+31,918324000.0,3305.5856236518894
LHS 2924,38.5,1.51164e+32,737442000.0,18551.491875158084
2MASS J14392837+1929150,47,1.4320799999999998e+32,716571000.0,18613.799250720447
LSPM J1440+1339,72,1.8298799999999998e+32,827883000.0,17818.48941055067
2MASS J14482563+1031590Â [de],47,1.17351e+32,688743000.0,16510.438247234833
CFBDSIR 1458+10A,104,2.2077899999999997e+31,1043550000.0,1353.0611965338978
CFBDSIR 1458+10B,104,1.7900999999999998e+31,904410000.0,1460.6050018557191
TVLM 513-46546,35.1,1.49175e+32,730485000.0,18657.766085685304
2MASS 1503+2525,20.7,8.7516e+31,653958000.0,13657.586129720748
CFBDS J150411+102717,71,8.7516e+31,653958000.0,13657.586129720748
2MASSW J1506544+132106Â [de],46,1.37241e+32,709614000.0,18189.707939937143
2MASS 1507âˆ’1627,23.9,1.1934e+32,688743000.0,16790.276183628648
TVLM 868-110639,53,1.5713099999999999e+32,751356000.0,18576.186347141924
2MASSW J1515008+484742Â [de],34,1.1337299999999999e+32,688743000.0,15950.762374447211
2MASSI J1526140+204341Â [de],67,1.07406e+32,681786000.0,15421.214825923567
DENIS-P J153941.96-052042.4Â [de],51,1.2530699999999999e+32,695700000.0,17278.95717195316
2MASS J15462718-3325111Â [de],37,8.7516e+31,653958000.0,13657.586129720748
2MASSW J1552591+294849Â [de],68,5.967e+31,994851000.0,4023.705239271954
2MASSW J1555157-095605Â [de],44,1.41219e+32,716571000.0,18355.27426112711
2MASS J16150413+1340079Â [de],48,8.3538e+31,653958000.0,13036.786760187986
SDSSp J162414.37+002915.6Â [de],36,8.5527e+31,653958000.0,13347.186444954366
2MASS J16262034+3925190Â [de],110,1.41219e+32,716571000.0,18355.27426112711
2MASSW J1632291+190441Â [de],50,9.7461e+31,674829000.0,14283.333947836243
WISEPA J164715.59+563208.2,28,8.154899999999999e+31,653958000.0,12726.387075421604
LSPM J1658+7027Â [de],60,1.4519699999999999e+32,723528000.0,18511.13978046311
2MASSI J1726000+153819,114,4.7736e+31,973979999.9999999,3358.3978954233557
SDSSp J175032.96+175903.9,90,9.3483e+31,674829000.0,13700.340725475582
2MASS J18283572-4849046,39,8.9505e+31,660915000.0,13675.470654493993
LSR J1835+3259,18.5,1.53153e+32,744399000.0,18445.912684415405
2MASSW J1841086+311727,138,1.3326299999999999e+32,702657000.0,18013.95335534894
2MASS J18432213+4040209,46,1.90944e+32,848754000.0,17690.02922609453
2MASS J20004841-7523070,105,4.9725e+31,1307916000.0,1939.9980297898792
SDSS J204749.61-071818.3,65,9.149399999999999e+31,667872000.0,13689.64998604644
2MASSI J2057540-025230,47,1.3923e+32,709614000.0,18453.326895588405
2MASSI J2104149-103736,62,1.37241e+32,709614000.0,18189.707939937143
PSO J318.5âˆ’22,80,1.2928499999999999e+31,1064421000.0,761.5658718814262
HB 2124-4228,113,1.86966e+32,841797000.0,17608.975600846905
2MASS J21392676+0220226,32.1,9.149399999999999e+31,667872000.0,13689.64998604644
2MASS J21481628+4003593,26.3,1.09395e+32,688743000.0,15391.086501659593
2MASSW J2206450-421721,93,4.3758e+31,925281000.0,3411.1151292388645
2MASSW J2208136+292121,154,5.3703e+31,980937000.0,3724.796217196568
2MASSW J2224438-015852,38,1.21329e+32,688743000.0,17070.11412002246
2MASS J22282889-4310262,35,8.3538e+31,653958000.0,13036.786760187986
2MASS J22373255+3922398,64,1.4519699999999999e+32,723528000.0,18511.13978046311
2MASSW J2244316+204343,56,2.3868e+31,897453000.0,1977.7837494831365
2MASS J23224684-3133231,56,4.7736e+31,967022999.9999999,3406.8939884218084
2MASS J23225299-6151275,148,3.3812999999999997e+31,1106163000.0,1844.300361857821
2MASS J23515044-2537367,67,1.75032e+32,807012000.0,17936.74658772481
2MASSI J2356547-155310,74,1.5912e+32,758313000.0,18467.749277641546
WISE 0410+1502,20,1.1934e+31,813969000.0,1202.1440344491518
WISE 0458+6434A,35.9,2.9835e+31,2921940000.0,233.22207607106628
WISE 0458+6434B,35.9,1.989e+31,2643660000.0,189.93709242352767
WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
